ID,Cluster,AKT,AKT_pS473,AKT_pT308,YAP,YAP_pS127,YAP-p-YAP,p-AKT,AKTSCORE
TCGA.GU.AATO.01,Cluster II,0.077578,-0.70342,-0.80553,0.17404,0.46041,-0.28637,-1.50895,-0.818813
TCGA.GU.AATP.01,Cluster II,0.015238,-0.56166,-0.94927,0.35496,0.9605,-0.60554,-1.51093,0.2055097
TCGA.GV.A3JV.01,Cluster II,-0.54844,-1.5781,-0.8371,-0.0921,-0.32225,0.23015,-2.4152,0.031979
TCGA.GV.A3JZ.01,Cluster II,-0.33578,-1.548,-1.3242,-0.24291,-0.83802,0.59511,-2.8722,-2.74718
TCGA.GV.A3QK.01,Cluster II,-0.30623,-1.3145,-0.84141,-0.28869,-0.96911,0.68042,-2.15591,0.716194
TCGA.GV.A40G.01,Cluster II,-0.55849,-0.8981,-0.29754,-0.12592,-0.42513,0.29921,-1.19564,-4.4596
TCGA.GV.A6ZA.01,Cluster II,-0.4446,-1.0281,-1.1104,-0.051244,-0.65739,0.606146,-2.1385,-3.66464
TCGA.H4.A2HO.01,Cluster II,-0.05582,-0.38186,-0.27584,0.1819,0.76077,-0.57887,-0.6577,-3.02829
TCGA.H4.A2HQ.01,Cluster II,-0.84282,0.3058,0.36923,0.11851,0.12093,-0.00242,0.67503,-1.659953
TCGA.HQ.A2OE.01,Cluster II,-0.88682,-1.1951,-1.4233,0.2287,0.41284,-0.18414,-2.6184,-3.91298
TCGA.K4.A3WV.01,Cluster II,-0.02892,-0.79003,-0.70346,0.096268,0.070437,0.025831,-1.49349,-3.94048
TCGA.K4.A5RJ.01,Cluster II,-0.16079,-0.68612,-0.95893,-0.1561,-1.5019,1.3458,-1.64505,-1.352339
TCGA.K4.A6MB.01,Cluster II,-0.32572,-0.59205,-0.85063,0.039866,0.082419,-0.042553,-1.44268,-2.47977
TCGA.KQ.A41N.01,Cluster II,0.158,-0.49714,-0.19728,0.20271,0.97394,-0.77123,-0.69442,-4.93206
TCGA.KQ.A41P.01,Cluster II,-0.1299,-1.2736,-1.0687,0.22376,-0.18185,0.40561,-2.3423,-6.58686
TCGA.KQ.A41Q.01,Cluster II,-0.33838,-1.7653,-0.68473,0.078543,-0.41194,0.490483,-2.45003,-3.383218
TCGA.KQ.A41R.01,Cluster II,-0.049003,0.30989,1.3268,0.0087695,-0.24458,0.2533495,1.63669,-0.218564
TCGA.MV.A51V.01,Cluster II,-0.13486,-0.16228,-0.40059,0.0094735,0.16253,-0.1530565,-0.56287,1.120352
TCGA.S5.A6DX.01,Cluster II,0.1492,-0.73575,-0.64572,0.033142,0.063452,-0.03031,-1.38147,-0.451593
TCGA.S5.AA26.01,Cluster II,-0.03612,-0.421,-0.51669,-0.0085427,0.28528,-0.2938227,-0.93769,-2.25063
TCGA.UY.A78K.01,Cluster II,0.087561,0.48144,-0.65758,-0.38034,0.0023707,-0.3827107,-0.17614,-2.29274
TCGA.UY.A78N.01,Cluster II,-0.015262,-1.2002,-1.0622,-0.064546,-0.80849,0.743944,-2.2624,1.985184
TCGA.UY.A78O.01,Cluster II,-0.15456,-0.92432,-0.6769,0.034289,0.21324,-0.178951,-1.60122,-4.09057
TCGA.XF.A8HD.01,Cluster II,0.20391,-1.3493,-1.0301,0.24468,0.40086,-0.15618,-2.3794,-0.273332
TCGA.XF.A8HH.01,Cluster II,-0.13594,0.11879,-0.35366,0.048438,0.32776,-0.279322,-0.23487,-5.7029
TCGA.XF.A8HI.01,Cluster II,0.24926,1.0431,0.4998,-0.10714,0.0078998,-0.1150398,1.5429,-0.451511
TCGA.XF.A9SI.01,Cluster II,0.13927,-0.38001,-0.45436,-0.26218,-0.58668,0.3245,-0.83437,-0.320474
TCGA.XF.A9SJ.01,Cluster II,0.21438,-1.1235,-0.89669,0.41444,0.684,-0.26956,-2.02019,-2.159449
TCGA.XF.A9ST.01,Cluster II,0.22193,-0.2578,0.090137,0.3893,1.1672,-0.7779,-0.167663,-5.50143
TCGA.XF.A9SV.01,Cluster II,0.10591,0.026556,-0.27526,0.14129,0.082936,0.058354,-0.248704,-6.90175
TCGA.XF.A9SX.01,Cluster II,0.30414,0.068642,-0.07955,0.29234,0.75273,-0.46039,-0.010908,-1.73217
TCGA.XF.A9SZ.01,Cluster II,0.017464,-0.40382,0.11958,0.33308,0.61153,-0.27845,-0.28424,-3.60013
TCGA.XF.A9T2.01,Cluster II,-0.20218,-0.99605,0.024549,0.49435,0.050759,0.443591,-0.971501,-3.24357
TCGA.XF.A9T5.01,Cluster II,-0.054697,-0.027709,0.44887,-0.26935,-0.24827,-0.02108,0.421161,-5.1737
TCGA.XF.AAMG.01,Cluster II,-0.13838,-1.2334,-0.58867,0.18797,-0.39932,0.58729,-1.82207,-2.91791
TCGA.XF.AAMH.01,Cluster II,-0.38184,-1.3128,-1.2084,0.69295,0.59072,0.10223,-2.5212,-1.845835
TCGA.XF.AAMQ.01,Cluster II,0.21107,-0.96173,-1.2741,-0.24261,-0.91605,0.67344,-2.23583,1.883837
TCGA.XF.AAMX.01,Cluster II,-0.28859,0.72833,0.45969,-0.074929,-0.26916,0.194231,1.18802,1.556
TCGA.XF.AAMZ.01,Cluster II,-0.12474,-0.98837,-0.84628,0.059717,0.25928,-0.199563,-1.83465,-0.540461
TCGA.XF.AAN0.01,Cluster II,0.19674,-0.46941,-0.32387,0.064298,0.61199,-0.547692,-0.79328,-3.08201
TCGA.XF.AAN2.01,Cluster II,-0.10198,-0.50355,-0.56442,-0.32412,-0.32265,-0.00147,-1.06797,-2.60226
TCGA.YC.A9TC.01,Cluster II,-1.9955,-1.052,0.148,0.83665,-0.70787,1.54452,-0.904,-1.736731
TCGA.YF.AA3M.01,Cluster II,-0.35334,-0.1181,-0.44632,0.3943,0.63643,-0.24213,-0.56442,-3.88157
TCGA.ZF.A9R0.01,Cluster II,0.079525,-0.35229,-0.58701,-0.07744,-0.34729,0.26985,-0.9393,-1.1796025
TCGA.ZF.A9R1.01,Cluster II,0.26218,-1.3543,-1.0222,0.21764,0.069063,0.148577,-2.3765,-5.78911
TCGA.ZF.AA4T.01,Cluster II,-0.1746,-0.9429,-0.92113,0.13405,-0.22501,0.35906,-1.86403,-7.291419
TCGA.ZF.AA51.01,Cluster II,-0.14748,-0.90162,-0.68086,-0.044242,-0.9063,0.862058,-1.58248,-6.35197
TCGA.ZF.AA52.01,Cluster II,0.077881,-1.0724,-0.67614,0.55325,0.21219,0.34106,-1.74854,-2.03796
TCGA.3C.AALI.01,Cluster II,0.16025,-0.4447,-0.71392,-0.32624,-0.24139,-0.08485,-1.15862,-0.5847836
TCGA.A1.A0SK.01,Cluster II,-0.081085,-0.99741,-0.66029,-0.48561,-1.6293,1.14369,-1.6577,0.483737
TCGA.A1.A0SQ.01,Cluster II,0.27342,-0.80915,-0.86552,-0.42955,-0.63961,0.21006,-1.67467,-3.00299
TCGA.A2.A04P.01,Cluster II,1.0321,0.72912,0.30977,-0.40802,0.096239,-0.504259,1.03889,-4.26703
TCGA.A2.A04T.01,Cluster II,0.05075,-0.014851,-0.17594,-0.19867,-0.59803,0.39936,-0.190791,1.653659
TCGA.A2.A04U.01,Cluster II,-0.22775,-0.78264,-0.87933,-0.014888,-0.26983,0.254942,-1.66197,-2.43265
TCGA.A2.A04V.01,Cluster II,0.42515,-1.0456,-0.89495,-0.080158,-0.30407,0.223912,-1.94055,-3.241385
TCGA.A2.A0CM.01,Cluster II,0.043441,-0.5716,-1.033,-0.13608,-0.22036,0.08428,-1.6046,-0.290347
TCGA.A2.A0CQ.01,Cluster II,0.64196,-0.77112,-1.1795,-0.045665,-0.27068,0.225015,-1.95062,0.748477
TCGA.A2.A0CT.01,Cluster II,0.11211,-1.0965,-0.92726,-0.19995,-0.322,0.12205,-2.02376,5.15026
TCGA.A2.A0CW.01,Cluster II,0.43494,-0.74093,-0.7996,-0.11728,-0.013594,-0.103686,-1.54053,-0.324112
TCGA.A2.A0CY.01,Cluster II,-0.21161,-1.3415,-1.2938,-0.18176,0.12718,-0.30894,-2.6353,-2.474668
TCGA.A2.A0D0.01,Cluster II,-0.79329,-0.51945,0.25377,0.55117,1.3679,-0.81673,-0.26568,-2.370039
TCGA.A2.A0D1.01,Cluster II,0.59826,0.061567,-0.1429,-0.28574,-0.8532,0.56746,-0.081333,-0.650341
TCGA.A2.A0D2.01,Cluster II,-0.33964,-0.88246,-0.75918,0.21586,-0.22896,0.44482,-1.64164,-1.055157
TCGA.A2.A0D3.01,Cluster II,0.41465,-0.46841,-0.46686,-0.449,-0.10392,-0.34508,-0.93527,4.46109
TCGA.A2.A0D4.01,Cluster II,-0.46048,-1.0566,-0.69214,-0.31251,-0.41278,0.10027,-1.74874,-5.87188
TCGA.A2.A0EQ.01,Cluster II,-0.12721,-0.51129,0.49342,-0.3202,-1.3399,1.0197,-0.01787,0.568465
TCGA.A2.A0ER.01,Cluster II,-0.3994,0.62653,0.08058,0.11096,0.016956,0.094004,0.70711,-2.202994
TCGA.A2.A0EU.01,Cluster II,-0.47487,0.55531,-0.12771,0.12665,0.2559,-0.12925,0.4276,1.319773
TCGA.A2.A0EV.01,Cluster II,-0.057012,0.15896,-0.27482,-0.38525,-0.22535,-0.1599,-0.11586,5.17587
TCGA.A2.A0EY.01,Cluster II,0.17407,-0.26756,-0.39727,-0.12999,-0.076748,-0.053242,-0.66483,0.1915
TCGA.A2.A0SV.01,Cluster II,0.056177,-0.13607,-0.97324,-0.099796,0.21105,-0.310846,-1.10931,-2.4010165
TCGA.A2.A0SW.01,Cluster II,0.034803,-0.19883,-0.86737,-0.11401,0.37019,-0.4842,-1.0662,-4.90934
TCGA.A2.A0T0.01,Cluster II,0.77157,0.67682,1.377,-0.14241,0.2,-0.34241,2.05382,-0.489222
TCGA.A2.A0T2.01,Cluster II,-0.21793,0.74703,1.2271,-0.27727,-0.29779,0.02052,1.97413,-1.707104
TCGA.A2.A0T3.01,Cluster II,-0.24219,-0.35837,-0.36616,0.19049,-0.041053,0.231543,-0.72453,0.02606
TCGA.A2.A0YE.01,Cluster II,0.68408,0.52758,0.40137,0.013901,0.47284,-0.458939,0.92895,-1.96351
TCGA.A2.A0YG.01,Cluster II,0.80102,-0.37666,-0.33971,-0.19528,-0.29066,0.09538,-0.71637,0.02453
TCGA.A2.A0YH.01,Cluster II,0.39253,-0.77279,-0.56695,-0.28567,-0.65891,0.37324,-1.33974,-5.46203
TCGA.A2.A0YJ.01,Cluster II,-0.16815,-0.75745,-1.0186,0.057467,0.44383,-0.386363,-1.77605,0.711192
TCGA.A2.A0YM.01,Cluster II,-0.13764,-0.72231,-0.9523,-0.19734,-0.98609,0.78875,-1.67461,-0.377855
TCGA.A2.A0YT.01,Cluster II,0.4027,-1.0244,-1.13,-0.22417,-0.85124,0.62707,-2.1544,-0.13654
TCGA.A2.A1FX.01,Cluster II,-0.094172,-0.81503,-0.96356,-0.54866,-1.2919,0.74324,-1.77859,-0.39473
TCGA.A2.A1G4.01,Cluster II,0.38344,-0.97752,-0.39682,-0.16938,0.30821,-0.47759,-1.37434,-1.504117
TCGA.A2.A25B.01,Cluster II,0.68096,-0.68054,-0.79559,-0.33529,0.040487,-0.375777,-1.47613,-0.91107
TCGA.A2.A25C.01,Cluster II,0.8536,-1.0695,-1.366,-0.21187,-0.31313,0.10126,-2.4355,-1.718583
TCGA.A2.A3XT.01,Cluster II,0.44444,-0.76206,-0.75567,-0.29769,-0.66759,0.3699,-1.51773,5.648904
TCGA.A2.A3XU.01,Cluster II,-0.55559,-0.36364,-0.13941,-0.42439,-0.25873,-0.16566,-0.50305,-3.62049
TCGA.A2.A3XV.01,Cluster II,-0.21991,0.26386,-0.16381,-0.53659,-0.38708,-0.14951,0.10005,-1.936714
TCGA.A2.A3XX.01,Cluster II,-0.52556,-0.13928,-0.043447,0.27697,0.20405,0.07292,-0.182727,0.987591
TCGA.A2.A3XZ.01,Cluster II,-0.27445,-0.21732,-0.20794,-0.28248,-0.81561,0.53313,-0.42526,1.662772
TCGA.A2.A4S3.01,Cluster II,-0.48513,-1.1141,-0.40653,0.24963,-0.44932,0.69895,-1.52063,4.08332
TCGA.A7.A0CD.01,Cluster II,0.031802,-0.38625,-0.86949,-0.044609,-0.24955,0.204941,-1.25574,2.83489
TCGA.A7.A0CE.01,Cluster II,-0.085342,0.18872,0.03633,-0.33993,-0.33642,-0.00351,0.22505,0.436743
TCGA.A7.A0CH.01,Cluster II,0.66059,-0.18869,-0.39476,-0.08226,0.24549,-0.32775,-0.58345,1.77509
TCGA.A7.A0CJ.01,Cluster II,-0.058041,0.8335,0.3374,-0.59136,-0.59341,0.00205,1.1709,3.030415
TCGA.A7.A0D9.01,Cluster II,-0.092677,-0.045873,-0.2886,0.083692,-0.13183,0.215522,-0.334473,5.82066
TCGA.A7.A0DA.01,Cluster II,0.34165,0.11804,-0.2128,0.1159,0.5532,-0.4373,-0.09476,-1.233951
TCGA.A7.A13D.01,Cluster II,-0.23822,0.17422,0.01818,-0.13709,-0.24931,0.11222,0.1924,-1.36236
TCGA.A7.A13E.01,Cluster II,-0.51905,0,-0.49361,-0.23839,-0.58109,0.3427,-0.49361,0.060878
TCGA.A7.A13F.01,Cluster II,-0.027672,-0.6793,-0.78316,-0.10981,-0.26061,0.1508,-1.46246,-0.095739
TCGA.A7.A26I.01,Cluster II,0.37908,0.67287,0.12988,-0.21432,0.71864,-0.93296,0.80275,6.70632
TCGA.A7.A2KD.01,Cluster II,0.25785,-0.84826,-0.90532,-0.17722,-0.56328,0.38606,-1.75358,1.233973
TCGA.A7.A3IZ.01,Cluster II,0.21693,-0.9539,-1.0021,-0.34915,-1.1913,0.84215,-1.956,-0.4910892
TCGA.A7.A3RF.01,Cluster II,0.04467,-0.6754,-0.36103,-0.035456,-0.48023,0.444774,-1.03643,-3.93748
TCGA.A7.A4SD.01,Cluster II,-0.36448,0.40587,0.034406,-0.3155,-0.11982,-0.19568,0.440276,5.42247
TCGA.A7.A4SF.01,Cluster II,0.40623,0.13522,-0.26094,-0.40149,-0.36747,-0.03402,-0.12572,-0.89032
TCGA.A7.A5ZV.01,Cluster II,-0.85044,-0.92069,-0.80611,-0.19758,-0.52082,0.32324,-1.7268,-6.0619
TCGA.A7.A6VX.01,Cluster II,0.24546,0.71538,0.09162,-0.4339,-0.47905,0.04515,0.807,1.83227
TCGA.A8.A06R.01,Cluster II,0.70282,0.87024,0.015134,-0.24841,0.0088882,-0.2572982,0.885374,1.12794
TCGA.A8.A06U.01,Cluster II,0.29642,0.35012,-0.039743,-0.43447,-0.099356,-0.335114,0.310377,-1.286577
TCGA.A8.A06X.01,Cluster II,0.52004,-0.42018,-0.026269,-0.51838,-0.91426,0.39588,-0.446449,0.046718
TCGA.A8.A06Y.01,Cluster II,0.19231,0.17454,-0.30648,-0.21966,0.13265,-0.35231,-0.13194,-0.9400858
TCGA.A8.A075.01,Cluster II,0.54298,0.75823,0.3934,-0.1685,0.23666,-0.40516,1.15163,0.181843
TCGA.A8.A076.01,Cluster II,0.43689,0.32826,-0.20175,-0.29348,-0.052364,-0.241116,0.12651,3.22853
TCGA.A8.A079.01,Cluster II,-0.18374,-0.91972,-0.498,-0.19117,-0.74108,0.54991,-1.41772,-0.4324585
TCGA.A8.A07F.01,Cluster II,-0.17874,0.46856,-0.012374,0.0092214,0.45964,-0.4504186,0.456186,-0.96991
TCGA.A8.A07I.01,Cluster II,0.23419,0.24887,-0.38642,-0.05278,0.37566,-0.42844,-0.13755,-0.850877
TCGA.A8.A07O.01,Cluster II,-1.1338,-0.85563,-0.60245,0.1924,0.11354,0.07886,-1.45808,0.95811
TCGA.A8.A07P.01,Cluster II,-0.36947,-0.34289,-0.79416,-0.15075,-0.71818,0.56743,-1.13705,0.533216
TCGA.A8.A07R.01,Cluster II,-0.12243,-0.49306,-0.21085,-0.24216,-0.31335,0.07119,-0.70391,4.986722
TCGA.A8.A07S.01,Cluster II,0.76663,-0.46759,-0.64647,-0.37264,-0.20747,-0.16517,-1.11406,0.93674
TCGA.A8.A07W.01,Cluster II,-0.20721,-0.87994,-0.95255,-0.42786,-0.33898,-0.08888,-1.83249,-2.41702
TCGA.A8.A07Z.01,Cluster II,0.42,-0.14275,-0.044716,-0.42673,0.25776,-0.68449,-0.187466,5.43966
TCGA.A8.A081.01,Cluster II,0.17146,0.09854,-0.25578,-0.40401,-0.43654,0.03253,-0.15724,-0.82076
TCGA.A8.A082.01,Cluster II,0.13929,-0.69767,-0.68631,-0.45988,-1.0922,0.63232,-1.38398,1.108118
TCGA.A8.A084.01,Cluster II,0.67358,0.16721,-0.24306,-0.092496,-0.0033272,-0.0891688,-0.07585,0.506131
TCGA.A8.A085.01,Cluster II,0.15468,-0.37882,-0.65363,-0.31509,-0.85604,0.54095,-1.03245,2.58444
TCGA.A8.A086.01,Cluster II,-0.03229,-0.67142,-0.68518,-0.10722,-0.26804,0.16082,-1.3566,2.899
TCGA.A8.A08A.01,Cluster II,0.40975,1.2511,1.0062,-0.5051,-0.3004,-0.2047,2.2573,0.713751
TCGA.A8.A08G.01,Cluster II,0.070793,-0.41955,-0.63998,-0.39869,-0.86264,0.46395,-1.05953,-0.26277
TCGA.A8.A08J.01,Cluster II,0.21184,-0.25149,-0.37,-0.48722,-1.0985,0.61128,-0.62149,-1.374168
TCGA.A8.A08L.01,Cluster II,0.6358,1.607,1.2065,-0.55147,-0.39915,-0.15232,2.8135,1.572236
TCGA.A8.A08O.01,Cluster II,-0.41319,0.5894,0.18083,-0.26408,-0.16997,-0.09411,0.77023,4.9008
TCGA.A8.A08P.01,Cluster II,-0.19812,-0.29456,-0.69914,-0.16233,-0.27486,0.11253,-0.9937,3.76199
TCGA.A8.A08T.01,Cluster II,0.34535,-0.24082,-0.78993,-0.21936,-0.15659,-0.06277,-1.03075,6.78759
TCGA.A8.A091.01,Cluster II,0.30744,0.96479,0.41787,-0.62809,-1.3392,0.71111,1.38266,1.904034
TCGA.A8.A094.01,Cluster II,0.29114,2.0926,1.7252,-0.50619,0.00092091,-0.50711091,3.8178,-0.167858
TCGA.A8.A095.01,Cluster II,-0.55959,0.33386,-0.071172,0.3688,-0.13676,0.50556,0.262688,-0.806002
TCGA.A8.A099.01,Cluster II,-0.40349,0.7196,0.24637,-0.12578,-0.083758,-0.042022,0.96597,-2.19941
TCGA.A8.A09B.01,Cluster II,0.19505,1.1819,1.2726,0.404,-0.0018327,0.4058327,2.4545,1.945856
TCGA.A8.A09C.01,Cluster II,0.37271,0.92461,0.70836,-0.4076,-0.21132,-0.19628,1.63297,0.861496
TCGA.A8.A09E.01,Cluster II,0.15242,2.1055,1.7584,-0.52149,-0.86287,0.34138,3.8639,2.394154
TCGA.A8.A09G.01,Cluster II,0.43052,1.0421,0.71381,-0.43698,-0.56391,0.12693,1.75591,0.6148993
TCGA.A8.A09I.01,Cluster II,0.72761,-1.0315,-1.1314,-0.62806,-0.48271,-0.14535,-2.1629,-0.277048
TCGA.A8.A09M.01,Cluster II,-0.048332,-1.1507,-0.87288,-0.45389,-1.2175,0.76361,-2.02358,-1.526644
TCGA.A8.A09R.01,Cluster II,-0.017388,0.37889,-0.28625,-0.41815,-0.8075,0.38935,0.09264,-0.997258
TCGA.A8.A09W.01,Cluster II,0.1676,-0.22818,-0.58145,-0.52077,-0.44609,-0.07468,-0.80963,5.20722
TCGA.A8.A09X.01,Cluster II,0.43492,1.679,1.2157,-0.43583,-0.34361,-0.09222,2.8947,0.48829
TCGA.A8.A09Z.01,Cluster II,0.58209,0.41304,-0.048392,-0.091047,-0.021235,-0.069812,0.364648,0.407406
TCGA.AC.A2BM.01,Cluster II,-0.44002,-0.57731,-0.22313,-0.16955,-0.24278,0.07323,-0.80044,1.735062
TCGA.AC.A2FM.01,Cluster II,0.67809,-0.52601,-0.59555,-0.56301,-1.513,0.94999,-1.12156,5.01434
TCGA.AC.A3TM.01,Cluster II,0.21304,1.5981,1.2778,-0.007401,0.39396,-0.401361,2.8759,0.004724
TCGA.AC.A3TN.01,Cluster II,-0.34482,-0.099396,0.12515,0.23855,-0.37155,0.6101,0.025754,2.624917
TCGA.AC.A3YJ.01,Cluster II,0.33057,-0.12828,-0.047418,-0.24233,-0.24692,0.00459,-0.175698,0.4764844
TCGA.AC.A5XU.01,Cluster II,0.45204,-0.75981,-0.73528,-0.3756,-0.57534,0.19974,-1.49509,-1.39996
TCGA.AC.A62X.01,Cluster II,-0.2982,-0.13833,-0.41191,0.035275,0.55075,-0.515475,-0.55024,0.126496
TCGA.AC.A6IW.01,Cluster II,0.12245,-0.63826,-0.28404,-0.41927,-0.84773,0.42846,-0.9223,-0.069453
TCGA.AC.A6NO.01,Cluster II,0.48554,0.0032741,-0.25226,-0.46031,-0.57366,0.11335,-0.2489859,-2.120914
TCGA.AN.A0AJ.01,Cluster II,-0.22405,-1.2067,-1.0782,-0.14813,-0.77918,0.63105,-2.2849,-5.3147
TCGA.AN.A0AK.01,Cluster II,0.62676,-1.2663,-1.0341,-0.40265,-0.34746,-0.05519,-2.3004,2.7669277
TCGA.AN.A0AM.01,Cluster II,0.34281,-0.13669,-0.4495,-0.10123,0.13047,-0.2317,-0.58619,6.18278
TCGA.AN.A0AT.01,Cluster II,-0.18032,0.74487,0.56918,-0.087915,-0.089671,0.001756,1.31405,-3.77471
TCGA.AN.A0FF.01,Cluster II,0.51903,-0.51259,-0.70395,-0.089376,-0.319,0.229624,-1.21654,-5.57176
TCGA.AN.A0FK.01,Cluster II,0.052488,-0.72535,-0.46935,0.069746,-0.060841,0.130587,-1.1947,3.84465
TCGA.AN.A0FL.01,Cluster II,0.31366,0.080753,1.2078,0.035483,0.3177,-0.282217,1.288553,-2.784851
TCGA.AN.A0FV.01,Cluster II,0.61426,0.48269,0.52511,-0.47953,-0.85217,0.37264,1.0078,-2.087251
TCGA.AN.A0FW.01,Cluster II,0.46945,0.17405,-0.038219,-0.26934,-0.72846,0.45912,0.135831,0.750961
TCGA.AN.A0FY.01,Cluster II,0.15506,0.27037,-0.13675,-0.070254,0.13808,-0.208334,0.13362,0.7191
TCGA.AN.A0FZ.01,Cluster II,0.30871,-0.51146,-0.6572,-0.075591,-0.044374,-0.031217,-1.16866,2.92515
TCGA.AN.A0G0.01,Cluster II,-0.12767,1.1103,0.66334,0.0085631,0.14863,-0.1400669,1.77364,-1.84723
TCGA.AN.A0XO.01,Cluster II,0.35836,-0.67856,-0.57164,0.146,-0.22019,0.36619,-1.2502,-3.356295
TCGA.AN.A0XP.01,Cluster II,0.25928,0.3136,-0.31323,-0.18486,-0.016584,-0.168276,0.00037,-0.646068
TCGA.AN.A0XT.01,Cluster II,0.71646,-0.97717,-0.84763,-0.23813,-0.16888,-0.06925,-1.8248,6.81233
TCGA.AN.A0XU.01,Cluster II,-0.34175,2.3148,1.9475,-0.3239,-0.36805,0.04415,4.2623,-1.710781
TCGA.AO.A03L.01,Cluster II,0.64762,-0.32207,-0.40269,-0.30859,-0.56889,0.2603,-0.72476,-5.92741
TCGA.AO.A03M.01,Cluster II,0.72878,1.3104,2.0709,-0.25306,-0.51624,0.26318,3.3813,1.293194
TCGA.AO.A03N.01,Cluster II,0.50077,-0.5158,-0.69716,-0.094117,-0.21084,0.116723,-1.21296,7.00106
TCGA.AO.A03O.01,Cluster II,-0.0016092,-1.4441,-1.2742,-0.71946,-1.4576,0.73814,-2.7183,-5.18478
TCGA.AO.A03P.01,Cluster II,-0.060957,-1.1088,-1.2131,-0.24097,-0.18247,-0.0585,-2.3219,-1.872777
TCGA.AO.A0J2.01,Cluster II,0.67314,-1.2606,-0.93231,-0.31642,-0.66635,0.34993,-2.19291,-0.216727
TCGA.AO.A0J3.01,Cluster II,0.58185,-1.2348,-1.0185,-0.57225,-1.6627,1.09045,-2.2533,0.924863
TCGA.AO.A0J6.01,Cluster II,-0.097521,-0.41615,-1.3556,-0.14438,-0.46246,0.31808,-1.77175,5.42834
TCGA.AO.A0J7.01,Cluster II,0.10317,-0.82095,-0.75181,-0.18318,-0.72718,0.544,-1.57276,1.68
TCGA.AO.A0J8.01,Cluster II,0.28605,0.17148,0.25208,-0.29308,0.85645,-1.14953,0.42356,1.381805
TCGA.AO.A0JB.01,Cluster II,0.11138,-0.80957,-0.80593,-0.50115,-0.84119,0.34004,-1.6155,-4.04612
TCGA.AO.A0JD.01,Cluster II,0.58771,0.64911,0.62677,-0.33903,-0.79346,0.45443,1.27588,-2.81109
TCGA.AO.A0JM.01,Cluster II,0.18357,-0.21547,-0.47325,-0.045587,-0.038364,-0.007223,-0.68872,1.22747
TCGA.AO.A124.01,Cluster II,-0.41056,-0.11695,0.38453,-0.14619,-0.75907,0.61288,0.26758,-0.946362
TCGA.AO.A128.01,Cluster II,0.076506,-0.23649,-0.17967,-0.59779,-0.74743,0.14964,-0.41616,1.24061
TCGA.AO.A129.01,Cluster II,-0.052756,0.50778,0.89602,-0.040676,0.013625,-0.054301,1.4038,-0.95449
TCGA.AO.A12H.01,Cluster II,0.23633,0.63215,0.64043,-0.16014,-0.10369,-0.05645,1.27258,-4.24077
TCGA.AO.A1KP.01,Cluster II,-0.20325,-0.46552,-0.35535,0.47133,0.36057,0.11076,-0.82087,1.595229
TCGA.AO.A1KQ.01,Cluster II,0.22295,-1.3145,-1.6343,-0.43549,0.2429,-0.67839,-2.9488,-2.02387
TCGA.AO.A1KR.01,Cluster II,-0.37272,-0.95269,-0.50058,-0.27608,-0.063894,-0.212186,-1.45327,-1.501164
TCGA.AO.A1KT.01,Cluster II,0.7447,-0.63283,-1.1912,-0.34868,-0.64394,0.29526,-1.82403,-2.58637
TCGA.AQ.A1H2.01,Cluster II,0.19014,-0.74064,-0.968,-0.43381,-0.4706,0.03679,-1.70864,-0.809351
TCGA.AQ.A54O.01,Cluster II,0.44929,-0.34423,-0.56243,-0.15777,-0.17244,0.01467,-0.90666,1.557449
TCGA.AR.A0TP.01,Cluster II,0.28642,0.51819,0.35692,0.41801,1.0215,-0.60349,0.87511,-1.997335
TCGA.AR.A0TQ.01,Cluster II,0.65228,-0.69118,-0.2895,-0.1073,-1.0139,0.9066,-0.98068,0.686858
TCGA.AR.A0TT.01,Cluster II,-0.50202,-0.93518,-0.93727,-0.49344,-0.46281,-0.03063,-1.87245,0.836675
TCGA.AR.A0TU.01,Cluster II,-0.45702,-1.0044,-0.88822,0.06155,-0.26036,0.32191,-1.89262,-0.736311
TCGA.AR.A0TV.01,Cluster II,-0.29768,-0.73287,-1.1679,-0.39446,-0.73323,0.33877,-1.90077,-1.784151
TCGA.AR.A0TW.01,Cluster II,0.32607,-1.1584,-1.2446,-0.21288,-1.6501,1.43722,-2.403,-6.25934
TCGA.AR.A0TY.01,Cluster II,0.24348,-0.54978,-0.55562,-0.018478,-0.40069,0.382212,-1.1054,6.50862
TCGA.AR.A0TZ.01,Cluster II,-0.40172,-0.24956,-0.22108,0.3273,0.13816,0.18914,-0.47064,-5.37413
TCGA.AR.A0U0.01,Cluster II,-0.034441,2.2575,2.0656,-0.28194,-0.032303,-0.249637,4.3231,-2.467895
TCGA.AR.A0U1.01,Cluster II,-0.37796,1.1565,0.68203,-0.19775,-0.41663,0.21888,1.83853,-0.58381
TCGA.AR.A0U3.01,Cluster II,0.41755,-0.49719,-0.71855,-0.20579,-0.40093,0.19514,-1.21574,-2.183158
TCGA.AR.A1AH.01,Cluster II,-0.43012,0.23939,0.59216,0.51469,0.89866,-0.38397,0.83155,-1.68795
TCGA.AR.A1AI.01,Cluster II,-0.46458,-0.23604,-0.021573,-0.3563,-0.44693,0.09063,-0.257613,-0.122415
TCGA.AR.A1AQ.01,Cluster II,-0.19184,-0.91235,-0.56119,-0.17853,-0.2499,0.07137,-1.47354,0.567498
