ID,Cluster,TNF-Signature
TCGA.AA.3970.01,Cluster II,252.1130175
TCGA.AA.3971.01,Cluster II,392.3058084
TCGA.AA.3973.01,Cluster II,-8.63202258
TCGA.AA.3975.01,Cluster II,316.7337342
TCGA.AA.3976.01,Cluster II,59.51526893
TCGA.AA.3977.01,Cluster II,315.7123478
TCGA.AA.3979.01,Cluster II,37.80897716
TCGA.AA.3980.01,Cluster II,352.1464254
TCGA.AA.3982.01,Cluster II,253.322766
TCGA.AA.3984.01,Cluster II,526.0277029
TCGA.AA.3986.01,Cluster II,652.679824
TCGA.AA.3989.01,Cluster II,300.6351636
TCGA.AA.3994.01,Cluster II,331.1805384
TCGA.AA.A004.01,Cluster II,684.9093621
TCGA.AA.A00A.01,Cluster II,457.7413522
TCGA.AA.A00D.01,Cluster II,584.2901699
TCGA.AA.A00E.01,Cluster II,401.0807709
TCGA.AA.A00F.01,Cluster II,165.5491278
TCGA.AA.A00J.01,Cluster II,141.6753256
TCGA.AA.A00K.01,Cluster II,210.563391
TCGA.AA.A00L.01,Cluster II,141.2516136
TCGA.AA.A00O.01,Cluster II,94.57714832
TCGA.AA.A00Q.01,Cluster II,145.013736
TCGA.AA.A00U.01,Cluster II,93.16928313
TCGA.AA.A00W.01,Cluster II,153.874619
TCGA.AA.A00Z.01,Cluster II,98.38778668
TCGA.AA.A010.01,Cluster II,115.8748591
TCGA.AA.A017.01,Cluster II,193.8633134
TCGA.AA.A01C.01,Cluster II,173.3938294
TCGA.AA.A01F.01,Cluster II,68.38601736
TCGA.AA.A01G.01,Cluster II,-64.19871916
TCGA.AA.A01I.01,Cluster II,-0.042537982
TCGA.AA.A01K.01,Cluster II,299.3397844
TCGA.AA.A01Q.01,Cluster II,119.1681825
TCGA.AA.A01R.01,Cluster II,751.6290851
TCGA.AA.A01S.01,Cluster II,-160.7841963
TCGA.AA.A01T.01,Cluster II,138.6957145
TCGA.AA.A01V.01,Cluster II,246.3245623
TCGA.AA.A022.01,Cluster II,708.1199836
TCGA.AA.A024.01,Cluster II,121.4685446
TCGA.AA.A029.01,Cluster II,84.38339332
TCGA.AA.A02E.01,Cluster II,3.115230728
TCGA.AA.A02F.01,Cluster II,-187.799393
TCGA.AA.A02H.01,Cluster II,87.43110658
TCGA.AA.A02J.01,Cluster II,-268.4435817
TCGA.AA.A02O.01,Cluster II,61.48727349
TCGA.AA.A02R.01,Cluster II,723.1173425
TCGA.AA.A02W.01,Cluster II,-203.051552
TCGA.AA.A03F.01,Cluster II,349.2857489
TCGA.AA.A03J.01,Cluster II,336.906542
TCGA.AY.4070.01,Cluster II,118.6369316
TCGA.AY.4071.01,Cluster II,602.9238126
TCGA.AZ.4308.01,Cluster II,331.4105926
TCGA.AZ.4681.01,Cluster II,-297.0305808
TCGA.CM.4746.01,Cluster II,83.72460801
TCGA.CM.4748.01,Cluster II,152.0486068
TCGA.CM.4750.01,Cluster II,126.6998274
TCGA.CM.4752.01,Cluster II,283.0379851
TCGA.CM.5341.01,Cluster II,418.3164146
TCGA.2H.A9GG.01,Cluster II,1182.822869
TCGA.2H.A9GH.01,Cluster II,1156.197782
TCGA.2H.A9GI.01,Cluster II,1387.582757
TCGA.2H.A9GN.01,Cluster II,1486.287363
TCGA.2H.A9GO.01,Cluster II,748.1958958
TCGA.2H.A9GQ.01,Cluster II,449.0197617
TCGA.2H.A9GR.01,Cluster II,1461.421146
TCGA.IG.A4QS.01,Cluster II,1435.775943
TCGA.IG.A5S3.01,Cluster II,1022.191087
TCGA.JY.A6F8.01,Cluster II,1038.984586
TCGA.JY.A6FB.01,Cluster II,1231.247209
TCGA.JY.A6FH.01,Cluster II,873.8842654
TCGA.JY.A938.01,Cluster II,1877.8099
TCGA.L5.A43M.01,Cluster II,1417.249855
TCGA.L5.A4OH.01,Cluster II,1305.198609
TCGA.L5.A4OI.01,Cluster II,1287.73161
TCGA.L5.A4OJ.01,Cluster II,1340.443987
TCGA.L5.A4OP.01,Cluster II,1455.522447
TCGA.L5.A4OR.01,Cluster II,1372.753748
TCGA.L5.A4OW.01,Cluster II,1447.277605
TCGA.L5.A4OX.01,Cluster II,1404.643312
TCGA.L5.A88V.01,Cluster II,1113.981621
TCGA.L5.A891.01,Cluster II,1227.335896
TCGA.L5.A893.01,Cluster II,1529.008747
TCGA.L5.A8NE.01,Cluster II,1070.889372
TCGA.L5.A8NF.01,Cluster II,1186.972
TCGA.L5.A8NH.01,Cluster II,1646.194018
TCGA.L5.A8NM.01,Cluster II,1867.848686
TCGA.L5.A8NN.01,Cluster II,1405.512501
TCGA.L5.A8NR.01,Cluster II,1343.044051
TCGA.L7.A6VZ.01,Cluster II,1178.76997
TCGA.LN.A49L.01,Cluster II,848.7812709
TCGA.LN.A49V.01,Cluster II,675.330782
TCGA.LN.A49Y.01,Cluster II,823.3166022
TCGA.M9.A5M8.01,Cluster II,1256.013475
TCGA.R6.A6KZ.01,Cluster II,1413.661678
TCGA.R6.A6L4.01,Cluster II,1023.94773
TCGA.R6.A6XG.01,Cluster II,682.5397117
TCGA.R6.A8W8.01,Cluster II,1298.004968
TCGA.R6.A8WC.01,Cluster II,831.194842
TCGA.R6.A8WG.01,Cluster II,1329.938067
TCGA.RE.A7BO.01,Cluster II,1638.419864
TCGA.V5.A7RB.01,Cluster II,1120.006005
TCGA.V5.A7RE.01,Cluster II,1177.606627
TCGA.V5.AASW.01,Cluster II,1288.718383
TCGA.VR.A8EQ.01,Cluster II,1878.058051
TCGA.VR.AA4D.01,Cluster II,718.1819011
TCGA.X8.AAAR.01,Cluster II,1562.136542
TCGA.02.2483.01,Cluster II,1474.678126
TCGA.06.0174.01,Cluster II,1150.804766
TCGA.06.0238.01,Cluster II,1509.351453
TCGA.06.0686.01,Cluster II,1322.153249
TCGA.06.0743.01,Cluster II,1581.33949
TCGA.06.0744.01,Cluster II,1328.22103
TCGA.06.0745.01,Cluster II,1580.940088
TCGA.06.0747.01,Cluster II,1546.595071
TCGA.06.2558.01,Cluster II,1249.101995
TCGA.06.2564.01,Cluster II,1864.443865
TCGA.06.2567.01,Cluster II,2232.222941
TCGA.06.2570.01,Cluster II,1500.955379
TCGA.06.5408.01,Cluster II,1842.612674
TCGA.06.5411.01,Cluster II,1210.252725
TCGA.06.5414.01,Cluster II,2178.672348
TCGA.06.5415.01,Cluster II,1396.168482
TCGA.06.5416.01,Cluster II,900.8115816
TCGA.12.0616.01,Cluster II,1445.881785
TCGA.12.0821.01,Cluster II,1356.147201
TCGA.12.5299.01,Cluster II,1831.163981
TCGA.14.0736.02,Cluster II,2144.787205
TCGA.14.0787.01,Cluster II,1766.668177
TCGA.14.1829.01,Cluster II,1892.641152
TCGA.14.2554.01,Cluster II,1894.755889
TCGA.19.0957.02,Cluster II,1559.424546
TCGA.19.1787.01,Cluster II,1719.323744
TCGA.19.2619.01,Cluster II,1666.539516
TCGA.19.2620.01,Cluster II,1781.808857
TCGA.19.2624.01,Cluster II,901.9285773
TCGA.19.2625.01,Cluster II,1798.546219
TCGA.26.5132.01,Cluster II,1943.370503
TCGA.26.5134.01,Cluster II,1289.746802
TCGA.26.5136.01,Cluster II,1997.492797
TCGA.27.1831.01,Cluster II,2067.583266
TCGA.27.1832.01,Cluster II,2391.228562
TCGA.27.2519.01,Cluster II,1961.274168
TCGA.27.2523.01,Cluster II,1244.149927
TCGA.28.2509.01,Cluster II,1752.023954
TCGA.32.2634.01,Cluster II,1204.925084
TCGA.41.2571.01,Cluster II,1028.025582
TCGA.76.4925.01,Cluster II,1313.501694
TCGA.76.4931.01,Cluster II,1296.410009
TCGA.76.4932.01,Cluster II,1702.241895
TCGA.BB.A6UM.01,Cluster II,2572.367849
TCGA.CN.A6V1.01,Cluster II,3419.075969
TCGA.CX.A4AQ.01,Cluster II,3227.000549
TCGA.D6.6827.01,Cluster II,2341.539318
TCGA.D6.A6EP.01,Cluster II,1789.783442
TCGA.F7.A624.01,Cluster II,2957.03301
TCGA.HD.8314.01,Cluster II,2567.812383
TCGA.KU.A66S.01,Cluster II,2213.903648
TCGA.MT.A7BN.01,Cluster II,2732.009587
TCGA.P3.A5Q5.01,Cluster II,2983.604649
TCGA.P3.A6T6.01,Cluster II,1752.616509
TCGA.UF.A7JS.01,Cluster II,2862.626029
TCGA.B0.4817.01,Cluster II,3149.703602
TCGA.B0.5098.01,Cluster II,1722.660647
TCGA.BP.4761.01,Cluster II,2754.94742
TCGA.5P.A9K9.01,Cluster II,2345.287098
TCGA.A4.A7UZ.01,Cluster II,2856.100416
TCGA.AL.7173.01,Cluster II,2749.247303
TCGA.B9.4116.01,Cluster II,2379.090425
TCGA.J7.A8I2.01,Cluster II,1899.887478
TCGA.MH.A856.01,Cluster II,2754.444439
TCGA.P4.A5EA.01,Cluster II,3453.898125
TCGA.DU.6404.01,Cluster II,1219.40638
TCGA.DU.6404.02,Cluster II,1522.718897
TCGA.DU.6404.02.1,Cluster II,605.6519283
TCGA.E1.A7YL.01,Cluster II,1778.787427
TCGA.FG.5963.02,Cluster II,1137.97125
TCGA.FG.6692.01,Cluster II,1678.333944
TCGA.FG.A6J3.01,Cluster II,2113.634641
TCGA.FG.A70Z.01,Cluster II,1394.036786
TCGA.HT.8018.01,Cluster II,1397.292853
TCGA.HT.A5RA.01,Cluster II,1729.384334
TCGA.HT.A61C.01,Cluster II,1538.638793
TCGA.P5.A5EU.01,Cluster II,1628.36111
TCGA.2Y.A9GW.01,Cluster II,3267.767084
TCGA.5C.A9VG.01,Cluster II,2307.213064
TCGA.5C.A9VH.01,Cluster II,2611.590875
TCGA.5C.AAPD.01,Cluster II,3085.829933
TCGA.BC.A69H.01,Cluster II,2572.904639
TCGA.CC.A5UC.01,Cluster II,2619.314365
TCGA.CC.A7IE.01,Cluster II,2933.653798
TCGA.CC.A7II.01,Cluster II,1683.031386
TCGA.DD.A1EG.01,Cluster II,3251.294162
TCGA.DD.A4NH.01,Cluster II,2711.108396
TCGA.DD.A4NR.01,Cluster II,3367.534561
TCGA.DD.AAC9.01,Cluster II,3088.12118
TCGA.DD.AADK.01,Cluster II,2952.537708
TCGA.DD.AAE0.01,Cluster II,2429.354896
TCGA.DD.AAVQ.01,Cluster II,3337.478069
TCGA.DD.AAVV.01,Cluster II,3307.74913
TCGA.EP.A3RK.01,Cluster II,3230.196652
TCGA.FV.A495.01,Cluster II,2990.492057
TCGA.G3.A25T.01,Cluster II,2695.317764
TCGA.G3.A5SM.01,Cluster II,3074.48097
TCGA.G3.A7M9.01,Cluster II,2095.150205
TCGA.G3.AAV3.01,Cluster II,3031.152796
TCGA.G3.AAV6.01,Cluster II,2245.896653
TCGA.G3.AAV7.01,Cluster II,2587.463353
TCGA.K7.A5RG.01,Cluster II,3500.721343
TCGA.MI.A75E.01,Cluster II,2968.897686
TCGA.PD.A5DF.01,Cluster II,2937.177251
TCGA.WQ.AB4B.01,Cluster II,2714.172464
TCGA.05.4244.01,Cluster II,2754.715424
TCGA.05.4389.01,Cluster II,3129.711617
TCGA.05.4390.01,Cluster II,2400.750272
TCGA.05.4397.01,Cluster II,2555.897699
TCGA.05.4415.01,Cluster II,2503.406146
TCGA.05.4418.01,Cluster II,3186.636642
TCGA.05.5420.01,Cluster II,3925.123392
TCGA.05.5423.01,Cluster II,3147.72103
TCGA.05.5715.01,Cluster II,2764.039223
TCGA.38.4625.01,Cluster II,2989.524781
TCGA.38.4630.01,Cluster II,1859.543296
TCGA.38.4631.01,Cluster II,2515.022953
TCGA.44.5644.01,Cluster II,2048.547884
TCGA.44.7660.01,Cluster II,2194.401862
TCGA.44.7669.01,Cluster II,2561.278197
TCGA.44.A47A.01,Cluster II,3086.027879
TCGA.44.A4SU.01,Cluster II,2677.325168
TCGA.49.4488.01,Cluster II,2920.600813
TCGA.49.4514.01,Cluster II,2775.225731
TCGA.49.6742.01,Cluster II,2691.603921
TCGA.49.6767.01,Cluster II,2747.986547
TCGA.49.AAQV.01,Cluster II,2727.873535
TCGA.49.AAR0.01,Cluster II,2876.856488
TCGA.49.AAR2.01,Cluster II,2632.745095
TCGA.49.AAR4.01,Cluster II,3015.194667
TCGA.49.AARE.01,Cluster II,2425.880994
TCGA.49.AARQ.01,Cluster II,2547.721615
TCGA.4B.A93V.01,Cluster II,2544.965661
TCGA.50.5051.01,Cluster II,2293.454701
TCGA.50.5068.01,Cluster II,3287.11617
TCGA.50.5946.01,Cluster II,2032.951569
TCGA.50.6591.01,Cluster II,1253.162197
TCGA.50.6594.01,Cluster II,2301.762549
TCGA.50.6597.01,Cluster II,2784.060316
TCGA.50.7109.01,Cluster II,2567.598846
TCGA.53.7624.01,Cluster II,2424.156413
TCGA.53.7813.01,Cluster II,2311.854609
TCGA.53.A4EZ.01,Cluster II,2167.507025
TCGA.55.1594.01,Cluster II,2145.933492
TCGA.55.1596.01,Cluster II,2452.334542
TCGA.55.6968.01,Cluster II,2433.294455
TCGA.55.7570.01,Cluster II,1920.898521
TCGA.55.7728.01,Cluster II,3491.580242
TCGA.55.7910.01,Cluster II,2537.266075
TCGA.55.7911.01,Cluster II,3103.945301
TCGA.55.7913.01,Cluster II,2188.262519
TCGA.55.7994.01,Cluster II,2937.613076
TCGA.55.7995.01,Cluster II,3000.506869
TCGA.55.8085.01,Cluster II,3118.542048
TCGA.55.8092.01,Cluster II,3092.016733
TCGA.55.8301.01,Cluster II,3282.149153
TCGA.55.8506.01,Cluster II,2712.454421
TCGA.55.8514.01,Cluster II,2735.340905
TCGA.55.8615.01,Cluster II,2181.682849
TCGA.55.8620.01,Cluster II,2338.41835
TCGA.55.A491.01,Cluster II,2743.293826
TCGA.55.A494.01,Cluster II,1994.001033
TCGA.55.A4DF.01,Cluster II,2787.553292
TCGA.62.8394.01,Cluster II,2612.963111
TCGA.62.8402.01,Cluster II,2977.541113
TCGA.62.A46P.01,Cluster II,2481.978093
TCGA.62.A46R.01,Cluster II,2735.063883
TCGA.62.A46U.01,Cluster II,3501.920189
TCGA.62.A470.01,Cluster II,2572.839714
TCGA.62.A471.01,Cluster II,2515.057355
TCGA.62.A472.01,Cluster II,2762.021717
TCGA.64.1677.01,Cluster II,2761.369827
TCGA.64.1678.01,Cluster II,1587.200247
TCGA.64.5774.01,Cluster II,2175.231685
TCGA.64.5778.01,Cluster II,3066.939838
TCGA.69.7760.01,Cluster II,2286.550046
TCGA.69.7979.01,Cluster II,2117.197647
TCGA.69.8255.01,Cluster II,3025.661906
TCGA.69.A59K.01,Cluster II,2492.417735
TCGA.73.4666.01,Cluster II,3058.383878
TCGA.73.7499.01,Cluster II,2908.842846
TCGA.73.A9RS.01,Cluster II,2164.022204
TCGA.75.5125.01,Cluster II,2959.346087
TCGA.75.5147.01,Cluster II,2896.258363
TCGA.75.6207.01,Cluster II,2224.857956
TCGA.75.6211.01,Cluster II,2176.580657
TCGA.78.7143.01,Cluster II,2838.91963
TCGA.78.7146.01,Cluster II,2524.501166
TCGA.78.7147.01,Cluster II,2446.922915
TCGA.78.7150.01,Cluster II,2581.652573
TCGA.78.7155.01,Cluster II,1461.532204
TCGA.78.7166.01,Cluster II,2637.443028
TCGA.78.7535.01,Cluster II,2743.100434
TCGA.78.7536.01,Cluster II,2270.129566
TCGA.78.8640.01,Cluster II,2519.396973
TCGA.78.8660.01,Cluster II,3214.191309
TCGA.78.8662.01,Cluster II,2012.24859
TCGA.80.5608.01,Cluster II,2497.633264
TCGA.80.5611.01,Cluster II,2859.571002
TCGA.86.7713.01,Cluster II,2161.966277
TCGA.86.8054.01,Cluster II,1995.325858
TCGA.86.8279.01,Cluster II,2523.597534
TCGA.86.8358.01,Cluster II,2014.723816
TCGA.86.8585.01,Cluster II,2866.664557
TCGA.86.8672.01,Cluster II,3028.256217
TCGA.86.8673.01,Cluster II,2575.024475
TCGA.86.8674.01,Cluster II,2400.700699
TCGA.86.A4D0.01,Cluster II,2192.286683
TCGA.86.A4JF.01,Cluster II,2963.256831
TCGA.91.6836.01,Cluster II,2298.617762
TCGA.91.6847.01,Cluster II,1735.513536
TCGA.95.7043.01,Cluster II,1946.830466
TCGA.95.7562.01,Cluster II,2595.192495
TCGA.95.7567.01,Cluster II,2832.170505
TCGA.95.7944.01,Cluster II,3357.273984
TCGA.95.7947.01,Cluster II,2613.738551
TCGA.95.7948.01,Cluster II,2348.394337
TCGA.95.8494.01,Cluster II,2673.776278
TCGA.95.A4VK.01,Cluster II,2700.623594
TCGA.97.7937.01,Cluster II,2243.974104
TCGA.97.8176.01,Cluster II,2689.907079
TCGA.97.8179.01,Cluster II,2369.278478
TCGA.99.8033.01,Cluster II,3114.972422
TCGA.L4.A4E5.01,Cluster II,2191.128784
TCGA.L9.A8F4.01,Cluster II,2923.31467
TCGA.MN.A4N1.01,Cluster II,2222.14617
TCGA.MN.A4N5.01,Cluster II,2898.714891
TCGA.MP.A4SV.01,Cluster II,2943.349768
TCGA.MP.A4SW.01,Cluster II,2962.931437
TCGA.MP.A4TA.01,Cluster II,2751.184693
TCGA.MP.A4TE.01,Cluster II,2004.999928
TCGA.NJ.A4YF.01,Cluster II,2071.406351
TCGA.NJ.A4YG.01,Cluster II,3028.561247
TCGA.NJ.A4YQ.01,Cluster II,3086.272618
TCGA.22.5481.01,Cluster II,2205.263149
TCGA.33.6738.01,Cluster II,2333.045415
TCGA.33.AASB.01,Cluster II,2040.858022
TCGA.37.4130.01,Cluster II,3364.561875
TCGA.37.4132.01,Cluster II,2524.882599
TCGA.37.4135.01,Cluster II,2371.019644
TCGA.37.4141.01,Cluster II,2293.383249
TCGA.37.5819.01,Cluster II,2208.386161
TCGA.39.5011.01,Cluster II,3049.373716
TCGA.39.5040.01,Cluster II,1970.925519
TCGA.43.2578.01,Cluster II,2406.062534
TCGA.46.6026.01,Cluster II,1558.630895
TCGA.52.7809.01,Cluster II,2068.409973
TCGA.56.7223.01,Cluster II,1286.598761
TCGA.60.2695.01,Cluster II,2443.615596
TCGA.60.2706.01,Cluster II,2566.874894
TCGA.66.2754.01,Cluster II,1870.380669
TCGA.66.2756.01,Cluster II,1847.575369
TCGA.66.2757.01,Cluster II,2461.840759
TCGA.85.8584.01,Cluster II,3097.428791
TCGA.85.A4PA.01,Cluster II,3661.252822
TCGA.85.A510.01,Cluster II,2296.249984
TCGA.NC.A5HH.01,Cluster II,1898.237987
TCGA.NC.A5HK.01,Cluster II,2488.00449
TCGA.NK.A5D1.01,Cluster II,1823.846505
TCGA.09.2056.01,Cluster II,2552.398415
TCGA.24.2036.01,Cluster II,1455.649564
TCGA.04.1348.01,Cluster II,1338.942135
TCGA.04.1357.01,Cluster II,1717.273745
TCGA.04.1362.01,Cluster II,869.3728599
TCGA.04.1364.01,Cluster II,43.2441428
TCGA.04.1365.01,Cluster II,1254.395461
TCGA.04.1514.01,Cluster II,-39.7990467
TCGA.04.1519.01,Cluster II,517.2774509
TCGA.09.0364.01,Cluster II,-127.0549508
TCGA.09.0366.01,Cluster II,1357.066871
TCGA.09.0367.01,Cluster II,1043.21667
TCGA.09.0369.01,Cluster II,336.4264598
TCGA.09.1659.01,Cluster II,1215.144378
TCGA.09.1662.01,Cluster II,1315.942058
TCGA.09.1666.01,Cluster II,1080.182391
TCGA.09.1667.01,Cluster II,1451.536017
TCGA.09.1668.01,Cluster II,1644.778053
TCGA.09.1669.01,Cluster II,831.169513
TCGA.09.1670.01,Cluster II,808.7257423
TCGA.09.1673.01,Cluster II,603.2709508
TCGA.09.1674.01,Cluster II,131.6756469
TCGA.09.2044.01,Cluster II,1032.278035
TCGA.09.2045.01,Cluster II,865.5182173
TCGA.09.2048.01,Cluster II,-73.45068325
TCGA.09.2051.01,Cluster II,1116.981756
TCGA.09.2054.01,Cluster II,521.2506516
TCGA.10.0928.01,Cluster II,628.0191278
TCGA.10.0936.01,Cluster II,834.8001844
TCGA.13.0730.01,Cluster II,700.2161033
TCGA.13.0799.01,Cluster II,391.9269691
TCGA.13.0800.01,Cluster II,159.2827141
TCGA.13.0801.01,Cluster II,1575.929101
TCGA.13.0890.01,Cluster II,1294.271914
TCGA.13.0893.01,Cluster II,1185.540306
TCGA.13.0897.01,Cluster II,1171.141418
TCGA.13.0899.01,Cluster II,935.6454972
TCGA.13.0913.01,Cluster II,176.0608419
TCGA.13.0916.01,Cluster II,871.9471999
TCGA.13.0920.01,Cluster II,245.8982906
TCGA.13.0924.01,Cluster II,1460.268212
TCGA.13.1403.01,Cluster II,1076.144632
TCGA.13.1405.01,Cluster II,1220.164576
TCGA.13.1410.01,Cluster II,1113.761242
TCGA.13.1481.01,Cluster II,933.3598443
TCGA.13.1489.02,Cluster II,1435.264179
TCGA.13.1497.01,Cluster II,951.1940765
TCGA.13.1498.01,Cluster II,1192.380213
TCGA.13.1505.01,Cluster II,898.2677368
TCGA.13.1506.01,Cluster II,1009.910205
TCGA.13.1507.01,Cluster II,1538.121701
TCGA.13.1511.01,Cluster II,1308.193499
TCGA.13.1512.01,Cluster II,957.7011504
TCGA.13.2060.01,Cluster II,1173.841939
TCGA.13.A5FT.01,Cluster II,657.5025563
TCGA.20.1682.01,Cluster II,1274.772971
TCGA.20.1683.01,Cluster II,747.2799092
TCGA.20.1684.01,Cluster II,498.8040162
TCGA.20.1685.01,Cluster II,832.8577711
TCGA.20.1687.01,Cluster II,1252.458118
TCGA.23.1023.01,Cluster II,1148.701815
TCGA.23.1026.01,Cluster II,1530.957362
TCGA.23.1027.01,Cluster II,1395.216418
TCGA.23.1029.01,Cluster II,800.1989061
TCGA.23.1109.01,Cluster II,1140.406543
TCGA.23.1111.01,Cluster II,699.021941
TCGA.23.1114.01,Cluster II,728.933844
TCGA.23.1120.01,Cluster II,1224.747234
TCGA.23.1122.01,Cluster II,963.4266777
TCGA.23.1123.01,Cluster II,1299.163332
TCGA.23.1809.01,Cluster II,583.3413591
TCGA.23.2077.01,Cluster II,961.2115785
TCGA.23.2078.01,Cluster II,1176.809271
TCGA.23.2081.01,Cluster II,771.5775973
TCGA.23.2084.01,Cluster II,1152.333032
TCGA.24.1103.01,Cluster II,452.0410412
TCGA.24.1413.01,Cluster II,897.6206451
TCGA.24.1416.01,Cluster II,697.6700309
TCGA.24.1417.01,Cluster II,1505.361732
TCGA.24.1418.01,Cluster II,838.6571642
TCGA.24.1419.01,Cluster II,496.329488
TCGA.24.1423.01,Cluster II,888.5043033
TCGA.24.1424.01,Cluster II,745.9542905
TCGA.24.1428.01,Cluster II,1234.131744
TCGA.24.1430.01,Cluster II,273.1044346
TCGA.24.1435.01,Cluster II,1440.726964
TCGA.24.1436.01,Cluster II,1117.693536
TCGA.24.1463.01,Cluster II,1205.845274
TCGA.24.1467.01,Cluster II,557.3706301
TCGA.24.1469.01,Cluster II,892.6506892
TCGA.24.1474.01,Cluster II,1031.979388
TCGA.24.1544.01,Cluster II,37.6672598
TCGA.24.1548.01,Cluster II,707.8419326
TCGA.24.1549.01,Cluster II,1014.272091
TCGA.24.1551.01,Cluster II,1416.118926
TCGA.24.1552.01,Cluster II,835.0753347
TCGA.24.1553.01,Cluster II,1389.908733
TCGA.24.1555.01,Cluster II,700.8337155
TCGA.24.1556.01,Cluster II,1137.969442
TCGA.24.1557.01,Cluster II,842.1929055
TCGA.24.1558.01,Cluster II,549.7222018
TCGA.24.1560.01,Cluster II,591.4388426
TCGA.24.1562.01,Cluster II,1193.665964
TCGA.24.1567.01,Cluster II,286.1020579
TCGA.24.1603.01,Cluster II,891.6694138
TCGA.24.1604.01,Cluster II,942.6037305
TCGA.24.1616.01,Cluster II,525.2456561
TCGA.24.1842.01,Cluster II,1442.255047
TCGA.24.1843.01,Cluster II,1080.188266
TCGA.24.1844.01,Cluster II,360.5187347
TCGA.24.1846.01,Cluster II,1587.137134
TCGA.24.1850.01,Cluster II,874.7743897
TCGA.24.1924.01,Cluster II,1343.833314
TCGA.24.1928.01,Cluster II,817.5020414
TCGA.24.2019.01,Cluster II,573.1579778
TCGA.24.2020.01,Cluster II,373.5400859
TCGA.24.2023.01,Cluster II,1105.482549
TCGA.24.2024.01,Cluster II,973.3552582
TCGA.24.2026.01,Cluster II,1165.434846
TCGA.24.2027.01,Cluster II,342.366001
TCGA.24.2033.01,Cluster II,752.1477751
TCGA.24.2038.01,Cluster II,890.9672148
TCGA.24.2254.01,Cluster II,1117.429999
TCGA.24.2261.01,Cluster II,1325.145982
TCGA.24.2267.01,Cluster II,1456.225264
TCGA.24.2271.01,Cluster II,1443.590668
TCGA.24.2281.01,Cluster II,1352.831752
TCGA.24.2288.01,Cluster II,1291.250129
TCGA.24.2290.01,Cluster II,1346.089812
TCGA.24.2297.01,Cluster II,421.9880985
TCGA.24.2298.01,Cluster II,991.4770318
TCGA.25.1312.01,Cluster II,679.8514292
TCGA.25.1313.01,Cluster II,1273.150726
TCGA.25.1314.01,Cluster II,701.1608806
TCGA.25.1315.01,Cluster II,246.3883707
TCGA.25.1316.01,Cluster II,649.3967086
TCGA.25.1317.01,Cluster II,676.745122
TCGA.25.1318.01,Cluster II,999.0819665
TCGA.25.1319.01,Cluster II,797.1426344
TCGA.25.1321.01,Cluster II,661.0007992
TCGA.25.1322.01,Cluster II,1213.210967
TCGA.25.1323.01,Cluster II,401.2273653
TCGA.25.1324.01,Cluster II,390.9920355
TCGA.25.1326.01,Cluster II,1167.182041
TCGA.25.1329.01,Cluster II,960.7769838
TCGA.25.1625.01,Cluster II,1297.176394
TCGA.25.1627.01,Cluster II,695.9879751
TCGA.25.1630.01,Cluster II,1495.95515
TCGA.25.1631.01,Cluster II,730.3205367
TCGA.25.1632.01,Cluster II,483.9453506
TCGA.25.1634.01,Cluster II,-109.7217335
TCGA.25.1635.01,Cluster II,1116.020639
TCGA.25.1870.01,Cluster II,827.7422206
TCGA.25.1871.01,Cluster II,-44.83579553
TCGA.25.2391.01,Cluster II,1036.167945
TCGA.25.2392.01,Cluster II,1169.058227
TCGA.25.2393.01,Cluster II,719.0149692
TCGA.25.2396.01,Cluster II,1230.407935
TCGA.25.2398.01,Cluster II,1124.940342
TCGA.25.2399.01,Cluster II,1159.163074
TCGA.25.2400.01,Cluster II,632.3766196
TCGA.25.2401.01,Cluster II,1603.23032
TCGA.25.2404.01,Cluster II,1240.45593
TCGA.25.2409.01,Cluster II,1112.058955
TCGA.29.1688.01,Cluster II,1353.369377
TCGA.29.1690.01,Cluster II,1608.64248
TCGA.29.1691.01,Cluster II,717.6197349
TCGA.29.1693.01,Cluster II,1059.693308
TCGA.29.1694.01,Cluster II,1320.24419
TCGA.29.1696.01,Cluster II,653.9713313
TCGA.29.1697.01,Cluster II,351.8083997
TCGA.29.1698.01,Cluster II,992.9527612
TCGA.29.1699.01,Cluster II,1187.128094
TCGA.29.1701.01,Cluster II,1000.936286
TCGA.29.1702.01,Cluster II,673.3631821
TCGA.29.1703.01,Cluster II,946.6394421
TCGA.29.1705.01,Cluster II,997.6503988
TCGA.29.1711.01,Cluster II,1386.760047
TCGA.29.1761.01,Cluster II,630.0539726
TCGA.29.1762.01,Cluster II,390.1101296
TCGA.29.1763.01,Cluster II,884.297574
TCGA.29.1770.01,Cluster II,1019.042397
TCGA.29.1770.02,Cluster II,976.0842249
TCGA.29.1776.01,Cluster II,956.5043134
TCGA.29.1778.01,Cluster II,1192.778727
TCGA.29.1781.01,Cluster II,1484.831144
TCGA.29.1783.01,Cluster II,1116.152931
TCGA.29.1785.01,Cluster II,1399.95825
TCGA.29.2414.01,Cluster II,490.7789851
TCGA.29.2414.02,Cluster II,879.4411171
TCGA.29.2425.01,Cluster II,715.7778895
TCGA.29.2427.01,Cluster II,1635.833803
TCGA.29.2428.01,Cluster II,1115.29132
TCGA.29.A5NZ.01,Cluster II,688.971536
TCGA.30.1718.01,Cluster II,1173.813992
TCGA.30.1855.01,Cluster II,1302.953245
TCGA.30.1857.01,Cluster II,1312.676145
