ID,Cluster,IFNG
TCGA.CV.A468.01,Cluster III,10.64020428
TCGA.A3.3324.01,Cluster IV,9.244747384
TCGA.CG.4304.01,Cluster IV,8.058051091
TCGA.25.2391.01,Cluster II,NA
TCGA.DW.7838.01,Cluster IV,5.338206743
TCGA.24.2288.01,Cluster II,9.28739702
TCGA.O1.A52J.01,Cluster IV,6.918805452
TCGA.A2.A0EN.01,Cluster IV,9.589239353
TCGA.85.8048.01,Cluster IV,10.61338623
TCGA.E7.A3X6.01,Cluster III,11.19019755
TCGA.H2.A3RI.01,Cluster I,7.152159962
TCGA.23.1120.01,Cluster II,9.460493879
TCGA.AA.3975.01,Cluster II,5.801965411
TCGA.BH.A0BF.01,Cluster IV,10.58064102
TCGA.2J.AAB1.01,Cluster IV,8.168015374
TCGA.IA.A83W.01,Cluster I,6.577268077
TCGA.BR.4371.01,Cluster II,8.522009818
TCGA.D1.A1O5.01,Cluster II,NA
TCGA.BG.A0MG.01,Cluster II,5.712074706
TCGA.AA.3982.01,Cluster II,8.324779925
TCGA.DH.A66D.01,Cluster I,3.262004485
TCGA.DK.AA6Q.01,Cluster III,9.781884229
TCGA.C5.A1BI.01,Cluster III,10.44149213
TCGA.H4.A2HO.01,Cluster II,6.317942893
TCGA.55.8205.01,Cluster IV,11.613513
TCGA.AA.3855.01,Cluster II,6.863838124
TCGA.IB.7652.01,Cluster IV,4.810962152
TCGA.FG.8191.01,Cluster I,3.825651656
TCGA.A4.7585.01,Cluster I,9.729498554
TCGA.2Z.A9JL.01,Cluster I,5.089925148
TCGA.B4.5377.01,Cluster IV,8.330508482
TCGA.AG.A020.01,Cluster II,NA
TCGA.VP.A87E.01,Cluster IV,8.377410091
TCGA.AH.6547.01,Cluster IV,7.456766362
TCGA.ET.A40S.01,Cluster IV,7.610268131
TCGA.QK.A6IF.01,Cluster III,9.937926666
TCGA.CR.7391.01,Cluster III,9.961948571
TCGA.M9.A5M8.01,Cluster II,6.827340527
TCGA.CN.A49B.01,Cluster III,10.87649421
TCGA.B5.A1MX.01,Cluster II,8.426938652
TCGA.RT.A6YC.01,Cluster IV,6.294066042
TCGA.44.5645.01,Cluster IV,8.00475706
TCGA.HC.7737.01,Cluster IV,6.685331342
TCGA.IA.A40X.01,Cluster I,5.1066417
TCGA.D7.A6EY.01,Cluster II,10.45400673
TCGA.DA.A95V.06,Cluster II,8.625450486
TCGA.IQ.A61I.01,Cluster III,9.896334126
TCGA.VQ.A8E0.01,Cluster II,NA
TCGA.RY.A847.01,Cluster I,0.787808653
TCGA.AG.3909.01,Cluster II,6.007824213
TCGA.14.0736.02,Cluster II,2.893113549
TCGA.3K.AAZ8.01,Cluster I,6.444651852
TCGA.EW.A3U0.01,Cluster IV,11.00103914
TCGA.HC.8261.01,Cluster I,6.88988715
TCGA.VS.A9UT.01,Cluster IV,11.79849975
TCGA.2Z.A9J6.01,Cluster I,5.664248479
TCGA.CJ.4636.01,Cluster IV,10.15985289
TCGA.H7.A76A.01,Cluster III,10.37448392
TCGA.BH.A0W3.01,Cluster II,2.457848199
TCGA.BT.A20O.01,Cluster III,12.29867621
TCGA.64.5778.01,Cluster II,11.91019454
TCGA.CF.A27C.01,Cluster I,4.2494966
TCGA.D1.A161.01,Cluster II,5.188876335
TCGA.VR.A8ET.01,Cluster III,6.444525704
TCGA.44.A47G.01,Cluster IV,9.984628887
TCGA.EK.A2RK.01,Cluster III,10.02441938
TCGA.43.7658.01,Cluster I,10.54065643
TCGA.BP.4959.01,Cluster IV,5.847514266
TCGA.B9.4117.01,Cluster I,5.776275001
TCGA.B0.5697.01,Cluster IV,9.773763441
TCGA.A2.A3XT.01,Cluster II,9.417700661
TCGA.E1.5303.01,Cluster I,1.473493199
TCGA.AG.3732.01,Cluster II,7.399145222
TCGA.L5.A4OW.01,Cluster II,8.233518529
TCGA.CN.4736.01,Cluster III,11.70676987
TCGA.RS.A6TP.01,Cluster III,9.942828643
TCGA.97.A4M1.01,Cluster IV,7.846295966
TCGA.EE.A3JI.06,Cluster I,5.180014528
TCGA.CD.8529.01,Cluster IV,8.974695822
TCGA.D8.A73W.01,Cluster IV,6.984822232
TCGA.ZM.AA06.01,Cluster II,9.324060059
TCGA.BH.A8G0.01,Cluster IV,5.581462331
TCGA.BP.4994.01,Cluster IV,8.040452709
TCGA.BF.A1PX.01,Cluster IV,10.58623715
TCGA.D1.A0ZO.01,Cluster II,8.805377049
TCGA.AX.A06H.01,Cluster IV,9.189233677
TCGA.AA.3866.01,Cluster II,9.474799518
TCGA.G3.A3CK.01,Cluster I,8.536213612
TCGA.TQ.A7RV.02,Cluster I,0.772715171
TCGA.38.4626.01,Cluster IV,7.764986322
TCGA.E7.A7PW.01,Cluster II,6.566422644
TCGA.29.1688.01,Cluster II,8.887522989
TCGA.FG.A710.01,Cluster I,6.00321839
TCGA.L5.A43M.01,Cluster II,6.14429184
TCGA.DD.AAEH.01,Cluster I,9.536462167
TCGA.AG.3581.01,Cluster II,5.669447185
TCGA.ZF.A9RN.01,Cluster I,10.21792374
TCGA.06.5859.01,Cluster I,4.662468978
TCGA.CG.5722.01,Cluster IV,9.752193078
TCGA.V1.A9OF.01,Cluster I,2.603914973
TCGA.DD.AACX.01,Cluster I,6.430088611
TCGA.HC.8258.01,Cluster I,5.918682689
TCGA.OL.A66P.01,Cluster II,10.44230437
TCGA.EJ.8468.01,Cluster IV,7.212720379
TCGA.HT.7620.01,Cluster I,1.308026965
TCGA.44.7659.01,Cluster I,6.079556494
TCGA.VM.A8CF.01,Cluster I,1.388815964
TCGA.AA.3831.01,Cluster II,6.208960846
TCGA.DA.A1I5.06,Cluster IV,9.672818736
TCGA.BS.A0TC.01,Cluster II,NA
TCGA.29.2414.02,Cluster II,9.944651915
TCGA.A2.A0CR.01,Cluster IV,9.996542537
TCGA.EM.A3O9.01,Cluster IV,5.40499328
TCGA.DD.AAEK.01,Cluster I,9.161436159
TCGA.C9.A480.01,Cluster III,9.806217532
TCGA.AX.A1CE.01,Cluster II,6.205355645
TCGA.RE.A7BO.01,Cluster II,NA
TCGA.24.1843.01,Cluster II,7.088456938
TCGA.DU.8166.01,Cluster I,1.295193867
TCGA.Q1.A73P.01,Cluster II,10.02373647
TCGA.S5.A6DX.01,Cluster II,9.709187468
TCGA.UZ.A9Q0.01,Cluster I,2.229156444
TCGA.09.1667.01,Cluster II,9.718956958
TCGA.BP.4176.01,Cluster IV,8.402903508
TCGA.EJ.7328.01,Cluster IV,6.166306116
TCGA.AX.A2H2.01,Cluster II,9.934169632
TCGA.J4.A83J.01,Cluster II,7.445826028
TCGA.FB.A4P5.01,Cluster IV,7.992303931
TCGA.19.0957.02,Cluster II,1.924837681
TCGA.R6.A6DQ.01,Cluster IV,9.356530459
TCGA.XU.AAXZ.01,Cluster I,8.12308206
TCGA.A3.A8OW.01,Cluster IV,7.693283539
TCGA.AA.3666.01,Cluster II,8.506283433
TCGA.E2.A14X.01,Cluster IV,8.999687119
TCGA.BJ.A0ZA.01,Cluster I,5.509797973
TCGA.05.5425.01,Cluster IV,11.11515959
TCGA.AA.A03F.01,Cluster II,NA
TCGA.DD.AAE2.01,Cluster I,9.479748276
TCGA.AA.3869.01,Cluster II,8.560045605
TCGA.EE.A2MR.06,Cluster IV,10.20205891
TCGA.DU.5851.01,Cluster I,0.528610397
TCGA.BH.A1FC.01,Cluster II,11.11995262
TCGA.BA.A6DB.01,Cluster III,10.3433253
TCGA.CV.5443.01,Cluster III,10.91519546
TCGA.YU.A90P.01,Cluster II,9.834605512
TCGA.UC.A7PF.01,Cluster III,11.28101488
TCGA.EL.A3GY.01,Cluster IV,6.07204558
TCGA.XF.A9T8.01,Cluster III,11.48591453
TCGA.AG.3578.01,Cluster II,NA
TCGA.86.A4P7.01,Cluster IV,8.352917512
TCGA.MI.A75C.01,Cluster I,7.174765196
TCGA.D1.A17S.01,Cluster II,NA
TCGA.AG.3599.01,Cluster II,7.803855968
TCGA.VR.A8EX.01,Cluster III,7.729782201
TCGA.A4.7286.01,Cluster I,2.633902639
TCGA.HV.A7OL.01,Cluster II,8.643051303
TCGA.29.1778.01,Cluster II,8.723175272
TCGA.C8.A278.01,Cluster II,10.45607021
TCGA.BP.4775.01,Cluster IV,8.522138607
TCGA.H2.A421.01,Cluster IV,9.464853275
TCGA.QT.A5XK.01,Cluster I,7.342069203
TCGA.WB.A80O.01,Cluster IV,5.182497459
TCGA.2J.AABR.01,Cluster IV,7.74766567
TCGA.AX.A2H5.01,Cluster II,8.194380274
TCGA.DU.8161.01,Cluster I,8.235537997
TCGA.RA.A741.01,Cluster II,10.355732
TCGA.DH.A7UV.01,Cluster I,0.504995576
TCGA.CU.A3QU.01,Cluster I,1.916357258
TCGA.S7.A7WR.01,Cluster I,4.468155671
TCGA.FU.A23L.01,Cluster III,10.85694922
TCGA.06.0158.01,Cluster IV,2.351629431
TCGA.DE.A4MC.01,Cluster IV,8.129025318
TCGA.HU.A4G8.01,Cluster II,9.79802437
TCGA.CZ.5451.01,Cluster IV,8.143833186
TCGA.EB.A4IS.01,Cluster II,10.51977671
TCGA.EL.A3CN.01,Cluster IV,10.44765263
TCGA.IB.AAUM.01,Cluster IV,7.046352459
TCGA.B6.A0RL.01,Cluster I,2.090687204
TCGA.2Y.A9H8.01,Cluster I,8.959768993
TCGA.S9.A6U5.01,Cluster I,4.749644518
TCGA.L7.A6VZ.01,Cluster II,NA
TCGA.TQ.A7RW.01,Cluster I,4.033821376
TCGA.CH.5745.01,Cluster IV,8.056949444
TCGA.BP.4756.01,Cluster I,8.559780129
TCGA.AO.A03M.01,Cluster II,10.23434394
TCGA.AA.3844.01,Cluster II,8.423559299
TCGA.CS.4941.01,Cluster I,5.480154223
TCGA.EA.A6QX.01,Cluster II,8.167025921
TCGA.60.2721.01,Cluster III,10.51816491
TCGA.ET.A3BO.01,Cluster IV,7.9795547
TCGA.VS.A9UO.01,Cluster I,8.097672146
TCGA.93.A4JP.01,Cluster IV,8.898081376
TCGA.SU.A7E7.01,Cluster IV,8.48730716
TCGA.S9.A6WQ.01,Cluster I,0.714883216
TCGA.A8.A083.01,Cluster I,2.761226457
TCGA.VS.A9UM.01,Cluster III,8.734332178
TCGA.B9.A5W7.01,Cluster I,4.561974819
TCGA.TQ.A7RJ.01,Cluster I,0.558052308
TCGA.CN.4734.01,Cluster III,11.2898204
TCGA.XF.A8HI.01,Cluster II,4.033970097
TCGA.2F.A9KO.01,Cluster III,11.28766687
TCGA.B8.4621.01,Cluster I,6.247282636
TCGA.60.2725.01,Cluster III,10.13947551
TCGA.DE.A4MD.01,Cluster I,2.549335337
TCGA.CV.7101.01,Cluster III,8.006933722
TCGA.AA.3544.01,Cluster II,8.827687228
TCGA.HW.8321.01,Cluster I,1.953925024
TCGA.BS.A0TI.01,Cluster II,7.462332404
TCGA.53.7626.01,Cluster IV,9.657237175
TCGA.DJ.A4UP.01,Cluster IV,8.580183264
TCGA.AP.A1E1.01,Cluster II,9.230750181
TCGA.AG.A02X.01,Cluster II,NA
TCGA.BS.A0UA.01,Cluster IV,8.209247654
TCGA.ET.A39M.01,Cluster IV,8.791804525
TCGA.XK.AAJA.01,Cluster I,5.737778985
TCGA.EJ.AB27.01,Cluster I,6.657988569
TCGA.JW.A69B.01,Cluster II,6.020914859
TCGA.D3.A8GN.06,Cluster II,10.83707649
TCGA.A2.A0D3.01,Cluster II,7.492599343
TCGA.B0.4816.01,Cluster IV,7.725457559
TCGA.IZ.A6M8.01,Cluster I,4.774060422
TCGA.CG.4444.01,Cluster IV,6.409132267
TCGA.DB.A75O.01,Cluster I,1.393367619
TCGA.D9.A1JX.06,Cluster II,9.822115786
TCGA.D1.A17T.01,Cluster II,7.713269258
TCGA.UZ.A9PU.01,Cluster I,2.403562221
TCGA.CA.5796.01,Cluster I,6.540161923
TCGA.C5.A902.01,Cluster II,9.431083168
TCGA.IB.AAUP.01,Cluster IV,7.917969271
TCGA.G4.6306.01,Cluster II,7.415264961
TCGA.62.8402.01,Cluster II,11.96148862
TCGA.DJ.A3UZ.01,Cluster IV,8.381135115
TCGA.HC.7818.01,Cluster IV,5.996134462
TCGA.D8.A140.01,Cluster II,7.790825489
TCGA.96.7545.01,Cluster IV,8.209294469
TCGA.63.A5MN.01,Cluster IV,11.04138637
TCGA.B8.4622.01,Cluster IV,9.043716846
TCGA.PL.A8LX.01,Cluster II,5.155167264
TCGA.AA.3989.01,Cluster II,8.100361336
TCGA.43.2581.01,Cluster IV,9.298206174
TCGA.A4.A6HP.01,Cluster I,6.112300896
TCGA.A8.A09I.01,Cluster II,10.21985925
TCGA.CJ.5686.01,Cluster IV,9.185631767
TCGA.EE.A183.06,Cluster II,6.435635824
TCGA.VS.A9UC.01,Cluster II,10.6031697
TCGA.3A.A9I9.01,Cluster IV,6.200403251
TCGA.BJ.A0Z3.01,Cluster IV,8.527570421
TCGA.AG.3885.01,Cluster II,NA
TCGA.IB.7649.01,Cluster IV,6.903626295
TCGA.86.8669.01,Cluster I,7.725084185
TCGA.HT.8109.01,Cluster I,0.692090276
TCGA.CV.7407.01,Cluster III,9.570643348
TCGA.A4.8516.01,Cluster I,4.746037453
TCGA.S3.A6ZG.01,Cluster II,7.433283345
TCGA.P8.A5KD.01,Cluster I,5.077050534
TCGA.D7.A4Z0.01,Cluster IV,4.650229939
TCGA.YL.A9WJ.01,Cluster IV,5.916837331
TCGA.BP.4335.01,Cluster IV,10.94493104
TCGA.93.A4JO.01,Cluster IV,9.725256693
TCGA.98.A53I.01,Cluster III,9.578631178
TCGA.AG.A01L.01,Cluster II,5.629075669
TCGA.AC.A2BM.01,Cluster II,7.617161343
TCGA.XF.A8HD.01,Cluster II,11.8754812
TCGA.EJ.5531.01,Cluster IV,6.175907985
TCGA.WB.A81D.01,Cluster I,2.150490228
TCGA.B0.5106.01,Cluster IV,9.034527063
TCGA.CN.A49C.01,Cluster III,8.394401097
TCGA.BG.A0VV.01,Cluster II,NA
TCGA.24.2023.01,Cluster II,7.865859031
TCGA.Z2.A8RT.06,Cluster II,9.322319575
TCGA.E7.A4IJ.01,Cluster II,8.124207045
TCGA.WB.A81M.01,Cluster I,4.140705899
TCGA.EK.A2PK.01,Cluster II,10.53488257
TCGA.VQ.A91W.01,Cluster IV,7.835179843
TCGA.75.5126.01,Cluster IV,10.7518518
TCGA.DD.AAVY.01,Cluster I,6.076525065
TCGA.H7.8501.01,Cluster III,13.05160491
TCGA.66.2773.01,Cluster III,9.553178141
TCGA.QL.A97D.01,Cluster II,8.226008566
TCGA.AX.A1C9.01,Cluster II,8.63860275
TCGA.CG.4465.01,Cluster III,8.816721109
TCGA.J4.A67N.01,Cluster I,NA
TCGA.CQ.5323.01,Cluster III,9.820920987
TCGA.BR.4357.01,Cluster IV,10.47645018
TCGA.CN.6017.01,Cluster IV,11.55727032
TCGA.CF.A47X.01,Cluster I,4.714461009
TCGA.GM.A5PV.01,Cluster II,6.532423011
TCGA.CN.5373.01,Cluster III,10.45449063
TCGA.AA.A03J.01,Cluster II,8.48935067
TCGA.E7.A519.01,Cluster II,5.205628973
TCGA.MH.A55W.01,Cluster I,5.67309896
TCGA.CJ.4903.01,Cluster IV,9.401957246
TCGA.CE.A27D.01,Cluster IV,10.89309589
TCGA.AA.3713.01,Cluster II,8.812586203
TCGA.ZS.A9CF.01,Cluster I,7.199003825
TCGA.SX.A7SP.01,Cluster I,5.514794489
TCGA.EE.A2GJ.06,Cluster IV,9.75420879
TCGA.AA.A024.01,Cluster II,NA
TCGA.HZ.A49I.01,Cluster IV,6.190761463
TCGA.2Y.A9H1.01,Cluster I,7.896657085
TCGA.E2.A573.01,Cluster II,10.61001675
TCGA.CF.A47V.01,Cluster II,5.418396953
TCGA.UF.A7JT.01,Cluster III,12.55026497
TCGA.RG.A7D4.01,Cluster I,9.90563234
TCGA.2A.AAYO.01,Cluster II,7.185067274
TCGA.O2.A52Q.01,Cluster III,11.42387245
TCGA.VF.A8AA.01,Cluster II,9.529687661
TCGA.BH.A1FB.01,Cluster IV,9.226970912
TCGA.06.0210.02,Cluster IV,5.325616985
TCGA.DU.A76O.01,Cluster I,1.110687623
TCGA.CH.5790.01,Cluster I,5.186092481
TCGA.LD.A7W5.01,Cluster IV,9.317366826
TCGA.F7.7848.01,Cluster III,6.238874023
TCGA.ZP.A9D4.01,Cluster I,5.254734166
TCGA.AP.A0LH.01,Cluster II,NA
TCGA.QU.A6IM.01,Cluster I,8.292228362
TCGA.09.0367.01,Cluster II,NA
TCGA.A2.A0SX.01,Cluster IV,10.49506463
TCGA.YL.A8HM.01,Cluster I,9.193398082
TCGA.DJ.A2PR.01,Cluster IV,8.3223875
TCGA.J8.A4HY.01,Cluster I,6.959943045
TCGA.22.5472.01,Cluster IV,2.947336915
TCGA.HF.7134.01,Cluster II,4.56618463
TCGA.AN.A046.01,Cluster II,9.835449251
TCGA.D8.A1JL.01,Cluster IV,10.78646216
TCGA.AC.A2FO.01,Cluster IV,8.131858929
TCGA.F2.A7TX.01,Cluster IV,10.70379644
TCGA.05.4403.01,Cluster IV,8.256631394
TCGA.4X.A9F9.01,Cluster II,8.085353043
TCGA.93.7347.01,Cluster IV,9.939117558
TCGA.K4.A83P.01,Cluster IV,8.803733422
TCGA.A6.2678.01,Cluster II,8.302043454
TCGA.Y8.A8S1.01,Cluster IV,2.579377964
TCGA.2Z.A9JT.01,Cluster I,5.175040824
TCGA.06.0238.01,Cluster II,6.557068467
TCGA.HT.7602.01,Cluster I,0.737747866
TCGA.AG.A011.01,Cluster II,NA
TCGA.E2.A10C.01,Cluster II,8.66452888
TCGA.B5.A0K6.01,Cluster II,6.418629876
TCGA.VQ.A927.01,Cluster IV,7.059564789
TCGA.DD.AADQ.01,Cluster I,8.031930924
TCGA.52.7812.01,Cluster III,11.34529266
TCGA.CV.7425.01,Cluster III,10.55719158
TCGA.EE.A2MK.06,Cluster II,10.84702409
TCGA.BI.A20A.01,Cluster III,10.76566398
TCGA.A5.A0GU.01,Cluster II,7.491260824
TCGA.CR.7373.01,Cluster III,11.18556655
TCGA.CG.5720.01,Cluster IV,8.176042187
TCGA.24.1842.01,Cluster II,9.115954915
TCGA.29.1711.01,Cluster II,9.782074211
TCGA.C8.A26X.01,Cluster IV,11.16024473
TCGA.CJ.4901.01,Cluster IV,12.11562124
TCGA.BP.4170.01,Cluster IV,10.11652877
TCGA.AR.A0TS.01,Cluster IV,9.04497309
TCGA.VQ.A91S.01,Cluster II,8.940521589
TCGA.EO.A1Y5.01,Cluster II,9.9909979
TCGA.HD.7229.01,Cluster III,10.07013148
TCGA.AA.A01I.01,Cluster II,7.856208246
TCGA.QK.AA3J.01,Cluster III,7.95968773
TCGA.CJ.6032.01,Cluster IV,9.006636618
TCGA.85.8584.01,Cluster II,10.70972152
TCGA.BT.A42E.01,Cluster III,10.82753155
TCGA.EJ.7321.01,Cluster I,8.067964754
TCGA.HT.7676.01,Cluster I,0.641159269
TCGA.BP.4766.01,Cluster IV,5.349681374
TCGA.XE.AANV.01,Cluster II,9.071570594
TCGA.WB.A80N.01,Cluster I,2.530950301
TCGA.A7.A4SA.01,Cluster IV,8.771002604
TCGA.GV.A6ZA.01,Cluster II,7.411712072
TCGA.DS.A1OD.01,Cluster III,11.54357968
TCGA.CV.5430.01,Cluster III,9.932455831
TCGA.BH.A0AW.01,Cluster IV,10.65998707
TCGA.WE.A8ZX.06,Cluster II,10.34281394
TCGA.B7.5818.01,Cluster III,10.0266075
TCGA.DI.A1NN.01,Cluster II,6.262089589
TCGA.C8.A1HE.01,Cluster II,5.03339012
TCGA.GN.A9SD.06,Cluster IV,8.876386914
TCGA.24.1417.01,Cluster II,8.197630651
TCGA.FG.8187.01,Cluster I,0.758790057
TCGA.FD.A6TE.01,Cluster I,8.142262777
TCGA.69.8255.01,Cluster II,11.11825887
TCGA.F7.A61S.01,Cluster III,10.40016163
TCGA.L5.A4OJ.01,Cluster II,5.326161516
TCGA.EL.A3H2.01,Cluster I,5.036567553
TCGA.AA.3519.01,Cluster II,NA
TCGA.HF.A5NB.01,Cluster II,8.00363293
TCGA.HV.A5A5.01,Cluster IV,6.785481249
TCGA.BG.A0MI.01,Cluster II,6.948108994
TCGA.VQ.AA6G.01,Cluster II,6.085220787
TCGA.AG.3605.01,Cluster II,NA
TCGA.AA.3851.01,Cluster II,7.857219735
TCGA.24.1564.01,Cluster IV,6.158756816
TCGA.K4.A3WU.01,Cluster IV,5.367920171
TCGA.62.A46S.01,Cluster IV,8.550996366
TCGA.BP.4340.01,Cluster IV,8.092608493
TCGA.06.2570.01,Cluster II,2.011435549
TCGA.BG.A186.01,Cluster II,5.628243159
TCGA.AA.3854.01,Cluster II,5.707799106
TCGA.G2.AA3D.01,Cluster II,2.135652811
TCGA.FU.A3YQ.01,Cluster III,10.92368051
TCGA.96.8170.01,Cluster III,5.486375876
TCGA.VF.A8A9.01,Cluster II,9.547926602
TCGA.CG.5717.01,Cluster IV,7.669418996
TCGA.D8.A1XC.01,Cluster I,2.464628999
TCGA.XM.A8R9.01,Cluster II,9.515135052
TCGA.AR.A1AR.01,Cluster IV,9.059984756
TCGA.D3.A5GU.06,Cluster II,9.538831947
TCGA.DJ.A3UX.01,Cluster IV,9.173632448
TCGA.HU.A4G9.01,Cluster I,NA
TCGA.FE.A232.01,Cluster IV,8.274004009
TCGA.A4.A772.01,Cluster I,2.592469657
TCGA.24.2026.01,Cluster II,8.06936579
TCGA.HE.A5NI.01,Cluster I,1.981669881
TCGA.CD.5801.01,Cluster II,11.19748974
TCGA.AA.3517.01,Cluster II,7.211730088
TCGA.B0.5713.01,Cluster IV,9.503590951
TCGA.X8.AAAR.01,Cluster II,8.059718695
TCGA.QR.A70G.01,Cluster IV,6.873616389
TCGA.IB.7889.01,Cluster IV,7.636541111
TCGA.E5.A4TZ.01,Cluster I,5.483564441
TCGA.IN.A6RS.01,Cluster II,7.514069494
TCGA.E9.A24A.01,Cluster IV,8.188733777
TCGA.BS.A0U7.01,Cluster II,9.344539028
TCGA.26.1442.01,Cluster I,1.567495914
TCGA.AR.A1AQ.01,Cluster II,11.01912091
TCGA.HT.8107.01,Cluster I,0.692040801
TCGA.24.1416.01,Cluster II,5.281459812
TCGA.BH.A2L8.01,Cluster IV,10.10596716
TCGA.95.A4VN.01,Cluster IV,10.80052505
TCGA.EL.A3T1.01,Cluster IV,8.784324042
TCGA.5P.A9K0.01,Cluster I,5.111240748
TCGA.06.0649.01,Cluster IV,2.444242086
TCGA.E2.A1B1.01,Cluster IV,10.11399102
TCGA.AA.3692.01,Cluster II,6.021624144
TCGA.DD.AAVQ.01,Cluster II,9.798576539
TCGA.D3.A2J8.06,Cluster IV,11.69333114
TCGA.DS.A1OC.01,Cluster III,9.702808305
TCGA.AO.A12D.01,Cluster IV,10.99700829
TCGA.EJ.A8FS.01,Cluster I,4.736405227
TCGA.24.1548.01,Cluster II,NA
TCGA.GC.A3RC.01,Cluster III,9.911091389
TCGA.B5.A0K3.01,Cluster II,5.516403655
TCGA.25.1870.01,Cluster II,5.358274008
TCGA.B5.A0JS.01,Cluster II,5.877286254
TCGA.VS.A9UZ.01,Cluster II,9.272322175
TCGA.67.6217.01,Cluster IV,8.9406811
TCGA.06.5411.01,Cluster II,1.954398059
TCGA.S9.A6TU.01,Cluster I,1.089150202
TCGA.FY.A3R6.01,Cluster IV,10.47094895
TCGA.DK.A1AG.01,Cluster I,5.817746961
TCGA.E2.A14Z.01,Cluster IV,9.971055075
TCGA.DU.7290.01,Cluster I,3.860722488
TCGA.AC.A2FK.01,Cluster IV,6.716073798
TCGA.VQ.A91V.01,Cluster II,NA
TCGA.D8.A1JT.01,Cluster II,6.640387945
TCGA.55.A4DF.01,Cluster II,10.95675947
TCGA.BR.6802.01,Cluster II,10.86861971
TCGA.BP.5001.01,Cluster IV,9.004563181
TCGA.D8.A1Y2.01,Cluster IV,8.542877816
TCGA.A8.A08G.01,Cluster II,7.953086641
TCGA.BH.A0B9.01,Cluster II,10.68167067
TCGA.VS.A8EG.01,Cluster I,6.515308511
TCGA.E2.A2P6.01,Cluster II,6.605737358
TCGA.24.1436.01,Cluster II,6.702451563
TCGA.BR.8081.01,Cluster IV,10.97971245
TCGA.AC.A23C.01,Cluster IV,8.917394088
TCGA.AG.4007.01,Cluster II,6.638712265
TCGA.D6.A6EN.01,Cluster III,11.81657654
TCGA.CR.6470.01,Cluster III,11.35144197
TCGA.CF.A1HR.01,Cluster II,2.668568547
TCGA.LL.A7SZ.01,Cluster II,8.784621312
TCGA.EE.A184.06,Cluster II,8.145607064
TCGA.AG.3574.01,Cluster II,5.969158217
TCGA.B2.A4SR.01,Cluster IV,8.990473308
TCGA.AA.A00A.01,Cluster II,9.323182734
TCGA.2G.AAH0.01,Cluster II,9.720847247
TCGA.55.6970.01,Cluster IV,9.786905754
TCGA.56.8307.01,Cluster III,9.848227292
TCGA.L5.A4OR.01,Cluster II,7.2519985
TCGA.A2.A0CM.01,Cluster II,11.75401022
TCGA.BP.4758.01,Cluster IV,10.24029899
TCGA.CV.6939.01,Cluster III,9.584018791
TCGA.IB.7891.01,Cluster IV,8.132971099
TCGA.EA.A3HQ.01,Cluster III,10.00671168
TCGA.XJ.A9DI.01,Cluster IV,8.000128598
TCGA.D8.A27M.01,Cluster IV,11.60277599
TCGA.AN.A0FF.01,Cluster II,7.628410373
TCGA.CF.A3MI.01,Cluster II,5.72865807
TCGA.B0.5113.01,Cluster IV,9.739493447
TCGA.AG.3600.01,Cluster II,NA
TCGA.CG.4474.01,Cluster IV,8.354677071
TCGA.06.5412.01,Cluster IV,5.815106381
TCGA.HW.7486.01,Cluster I,0.753626793
TCGA.A4.7997.01,Cluster I,6.152646802
TCGA.XE.A9SE.01,Cluster II,10.46315845
TCGA.AA.3688.01,Cluster II,6.871159307
TCGA.D1.A17K.01,Cluster II,NA
TCGA.FW.A3TU.06,Cluster II,5.81172983
TCGA.DK.A6B5.01,Cluster II,8.165053049
TCGA.AA.3966.01,Cluster IV,9.677566882
TCGA.25.2397.01,Cluster I,NA
TCGA.DJ.A13O.01,Cluster IV,8.309014428
TCGA.EM.A3FP.01,Cluster IV,7.834301325
TCGA.BA.A4II.01,Cluster III,8.703356569
TCGA.CD.8531.01,Cluster III,5.197801589
TCGA.GN.A4U5.01,Cluster II,11.4601736
TCGA.ZF.A9RM.01,Cluster I,1.485977818
TCGA.B0.5092.01,Cluster IV,11.33589795
TCGA.AG.A01W.01,Cluster II,8.123305108
TCGA.25.1322.01,Cluster II,3.909702453
TCGA.PL.A8LZ.01,Cluster IV,10.97032471
TCGA.E3.A3E0.01,Cluster IV,7.447063233
TCGA.AC.A3YJ.01,Cluster II,6.199465969
TCGA.AA.3525.01,Cluster II,7.345258251
TCGA.BH.A18L.01,Cluster I,5.959012294
TCGA.ET.A39O.01,Cluster IV,8.856556335
TCGA.CV.A6JZ.01,Cluster III,11.61193374
TCGA.67.6215.01,Cluster I,6.901282285
TCGA.CN.5358.01,Cluster IV,10.01625729
TCGA.BK.A13C.01,Cluster II,NA
TCGA.AA.3814.01,Cluster II,8.388335383
TCGA.FE.A234.01,Cluster IV,5.832326874
TCGA.AK.3426.01,Cluster IV,11.411366
TCGA.QK.A6II.01,Cluster III,9.191541362
TCGA.DS.A0VL.01,Cluster III,10.1294404
TCGA.HT.7693.01,Cluster I,1.451715985
TCGA.A6.2680.01,Cluster II,5.62873159
TCGA.VS.A952.01,Cluster I,6.285115019
TCGA.BH.A0HO.01,Cluster IV,5.528462408
TCGA.FG.A87Q.01,Cluster I,6.625369833
TCGA.BR.8058.01,Cluster IV,8.8852018
TCGA.IB.AAUS.01,Cluster IV,6.719081669
TCGA.2Y.A9H3.01,Cluster I,7.917760816
